id,person,organization,location,date
a39c6d487488570cdaac45a9da65558e58eaf3b4,"Jonas Gutierrez, Martin Demichelis, Alan Stubbs, Papiss Cisse,  Pardew","Newcastle United, Fuca (Foundation for Research, Teaching and Cancer Prevention), Manchester City, Everton, Newcastle, Argentina, Tyneside","Argentina, South Africa","2008, 2010"
3ccab2d624c17acfd3a5d7b06ad981efb8b3d048,"Neil Redfearn, Darko Milanic, Massimo Cellino, Milanic, Nedo Sonneti","Leeds, Cagliari, Leeds United, Cardiff, Barnsley","Slovenian, Elland, Italy",2009
0df57865e3e7d94babb2b4567f5ef653d1c5b784,"Thierry Henry, Graeme Souness, Gary Lineker, Robert Pires, Cristiano Ronaldo","Sky Sports, Manchester City, Arsenal, Liverpool, New York Red Bulls, BBC, Gunners, Stoke","Etihad, Brazil, Emirates, French, France, Zurich",
7759df9e9a6dfbb0b80c1133394b2e91a21f8d03,"Sean Gallagher, Sergio Aguero, Manuel Pellegrini","Manchester City, Argentine, City, Queens Park Rangers, ",,"2012/13, 2013/14 season,"
6a36b5017f075658187bd8996117130bf041c9d5,"Martin 'Mad Dog' Allen, Roy, Steven Gerrard, Hodgson, Leighton Baines, Glen Johnson, Luke Shaw, James Milner, Fabio Capello, Jose Mourinho, David Luiz, Cesar Azpilicueta, Claudio Marchisio, Andrea Pirlo, Cesare Prandelli, David Silva, RVP","MailOnline Sport, Barnet, England, Fulham, West Brom, Italy, Brazil, Croatia, Qatar, Chelsea, Atletico Madrid, Italians, Spain, Dutch, Holland, the League Managers Association, Coaching for Hope ","English, Ouagadougou, Burkina Faso, ",
c0f59bdd5927aa8553e5640e830250cefc20ffce,"Harry Kane, Geoff Hurst, Kane, Roy Hodgson, Ron Greenwood, Harry, Bill Shankly, Peter Osgood, Peter, Thomas Muller, Ryan Mason, Ravel Morrison, Teddy Sheringham,","Tottenham, England, Lithuania, Spurs, West Ham, Poland, West Germany, Chelsea, the Bayern Munich, Germany","Wembley, ","1966, the start of 1966, February 1966, March 27"
6b5c251f14ccb02ad608f2cd3cabfd86177d8d4c,"Ludovic Obraniak, Obraniak, Moussa Sow, ","Caykur Rizespor, Fenerbahce, Werder Bremen,","Poland, German, Bundesliga",
c219328da37af7c23ade557da0783e484ec0ce4f,"John W. Henry, Tom Hicks, George Gillett, Martin Broughton, Mr. Hicks, Mr. Gillett, Mill, Broughton, Mill Hicks Gillett,","CNN, Red Sox, New England Sports Ventures, NESV, Liverpool Football Club, Liverpool, the Royal Bank of Scotland, RBS, Kop Football Holdings, Premier League clubs, The Board, Liverpool F.C., Press Association, BBC, Twitter, Everton, ","London, England, American, Boston, Texas, British, Britain, U.S., European","2007, 1500 GMT (1100 EST) on Friday, since 1990, 2005"
40e64ba20a282d506182ef8c2f62f3f3d6963b14,"Alex Mowatt, Aitor Karanka, Mowatt, Luke Murphy, Kike, Sol Bamba, Mejias, Nsue, Bamford, Kalas, Gibson, Friend, Adomah, Clayton, Leadbitter, Forshaw, Reach, Tomlin, Vossen, Garcia, Ripley, Husband, Whitehead, Omeruo, Silvestri, Wootton, Bamba, Bellusci, Cooper, Charlie Taylor, Murphy, Cook, Byram, Austin, Morison, Cani, Berardi, Stuart Taylor, Sloth, Antenucci, Andre Marriner, Tomas Mejias, Dimi Konstantopoulos, Lewis Cook, Jelle Vossen, Grant Leadbitter, Marco Silvestri, Giuseppe Bellusci, Adam Reach, Adam Clayton, Steve Morison, Scott Wootton, James Murphy, Albert Adomah, Karanka, Patrick Bamford, Jelle Vossen, Clayton, Murphy, ","Leeds, Middlesbrough, Derby, Bournemouth, Boro, Blues, Silvestre, Belgian, Leeds United, Neil Redfearn, ","Birmingham, Riverside Stadium, Riverside, ",
727e8ad4dcaec8d6bf02065d6c6dfcbda30a3f29,"Malky Mackay, Marc-Antoine Fortune, Dave Whelan, Patrick Bamford, Bamford, George Friend, Shaun Maloney,  Carson, Boyce, Perch, Ramis, Barnett, Taylor, Forshaw, Watson, McCann, McManaman, Espinoza, McClean, Maloney, Fortune, Nicholls, Riera, Huws, Figueroa, Konstantopoulos, Nsue, Fredericks, Ayala, Gibson, Friend, Adomah, Clayton, Leadbitter, Reach, Bamford, Tomlin, Kike, Wildschut, Mejias, Whitehead, Husband, Vossen, Grant Leadbitter, David Webb, Mackay, Whelan, Lee Tomlin, Chris McCann, Albert Adomah, Kike, Emilio Nsue, ","Wigan, Middlesbrough, Chelsea, the League Managers Association, Wigan Athletic, Boro, Latics","Cardiff, DW Stadium",
65336ff8988c599b99753b5a4ce5cf8032ea5a6c,"Brendan Rodgers, Oscar, Gary Cahill, John Terry, Eden Hazard, Branislav Ivanovic, Rickie Lambert, Jose Mourinho, Steven Gerrard, Demba Ba, Rodgers, Mourinho, Raheem Sterling, Philippe Coutinho,  Lazar Markovic, Diego Costa, Gerrard, Costa, Jose Mourinho, Tom Carroll, Anthony Taylor","Chelsea, Liverpool, Aston Villa, Swansea City, Sunderland,  Manchester City, Blues, Welsh, Wembley, Swansea, Reds","Anfield, Merseyside, west London, Europe, Stamford Bridge, Cardiff, ","last Christmas, 2005"
52e7161c1f9ddaebb502daf02f7bd0799888aa90,"Adam Shergold, Mile Svilar, Thibaut Courtois, Svilar, Ratko Svilar, ","Arsenal, Chelsea, Manchester United, Anderlecht, United, Nieuwsblad, Manchester United Facebook, Arsenal Facebook","Belgian, Belgium, Antwerp",
af1ff6adc0df3696aa5e77bdf9781205212faf45,"Steve Parish, American businessman Josh Harris, ","Crystal Palace, NBA, Philadelphia 76ers, NHL, New Jersey Devils, Premier League club, south London club, Palace, ","Parish, ",
feb0bd824bfa76f71edccd48c1f167b42a210c8b,"Erik Lamela, Lamela, Ryan Shawcross, Andros Townsend, Jeffery Schlupp, Leandro Ulloa, Townsend, Christian Eriksen","Tottenham, Spurs, Leicester, Roma,  Stoke City, the Evening Standard, Sheffield United, Blades",White Hart Lane,"2013, 2008"
b8b6727156f6742fb5e9fa316c92e424b8bcfd99,"El Tel, Colin Bell, Alex Jackson, Alan Shearer, Paul Gascoigne, Gascoigne, David Seaman, Gary McAllister, Steve Walsh, Steve Guppy, Emile Heskey","Sportsmail, England, Scotland, Scottish, Uruguay, Argentina, Sheffield, Manchester City, City, Stoke, Arsenal, Cardiff, Northern Ireland, Celtic, St Mirren, Rangers, West Germany, USSR, Brazil, Czechoslovakia,  River Plate, Argentina, Holland, Italy, Leicester, Tottenham, Foxes, BBC, South Korea, Germany, Germans, Chelsea, Manchester United, Arsenal, Gunners, Wolverhampton Wanderers, Wolves, Notts County, Liverpool,","Wembley, Maracana, Highbury, Filbert Street, Hackney Marshes playing fields, east London,Centenario, Montevideo, South America, Europe, Maine Road, Hampden Park, Highbury, London, Frankfurt, Hackney Marshes, Glasgow, Ibrox, Hampden, Munich's Olympic Stadium, Rio, Maracana, the Estadio Monumental, Buenos Aires, the Rose Bowl, Pasadena, Filbert Street, Seoul, Wembley Stadium, Emirates, Molineux, Copacabana","the 1920s, the Sixties, 1928, 1930, 1934, between 1923 and 2003, 1954, 1937, 1956-57 season, 1950s, October 1955, November 1963, 1962, 1972, 1975, 1950, 1978, 1984, 1997, 2002, 2007, March 2007, May 2007, 2006, 2003, September 7th, 1889, 1939, "
f4044e398c7a68b1af43995677bdf80ac0657014,"Cristiano Ronaldo, Arjen Robben, Manuel Neuer, Ronaldo, Robben, Thomas Muller, Philipp Lahm, Lionel Messi, James Rodriguez, Luis Suarez, Angel Di Maria, Diego Costa, Neuer, Gareth Bale, Franck Ribery, Andres Iniesta, ","UEFA, Europe Award, Real Madrid, Bayern Munich, Holland, Germany, Argentina, Barcelona, Colombia, AS Monaco, Uruguay, Liverpool, Barcelona, Spain, Chelsea, Atletico Madrid, German, Holland, Real, Sevilla, Bayern","Brazil, Europe, Monaco","2011, 2013-14, 2013-14 season, August 28, 2014-15, 2012-13, 2011-12, 2010-11, "
1d3a4711a22ca8952e929323fa6777d3e5bfbdff,"William Carvalho, Carvalho, Augusto Ignacio, Juan Cuadrado, Arturo Vidal, Van Gaal, Yorke, Ballon D'Or winner, ","Manchester United, Sporting Lisbon, United, Chelsea, Portuguese club, Sporting, Fiorentina, Juventus, United",,
ad0eb12a5772b11b7a27329427fc7c1ef8f48045,"Iain Moody, Malky Mackay, Steve Parish, Tony Pulis, Parish, Pulis, Keith Millen, Ian Holloway, Millen, Carlton Cole, Gylfi Sigurdsson, Daniel Levy, Levy, Lewis Holtby, Moody, Mackay, Fabio Cannavaro, Jose Pekerman, Tim Sherwood, ","Crystal Palace , Palace, West Ham, Tottenham, Spurs, Arsenal, Sporting,  Selhurst Park, Sportsmail, Italian, Colombia, Italy's"," German, London offices, Cardiff, ",2006
0c58d521677065d753e62c1e55bd7e2c834b5862,"Thorgan Hazard, Eden Hazard, Thorgan, Eden, Max Eberl, Luuk de Jong, Peniel Mlapa, Hazard brothers, Adnan Januzaj, Oliver Todd ","Chelsea, Zulte Waregem, Borussia Monchengladbach, Schalke, Wolfsburg, Monchengladbach, the Rheinischen Post, Anderlecht","Germany, Belgium, Brazil, Stamford Bridge",
e8e0c65bd956546ea81e8d2bd81f6aaec94831d5,"Gus Poyet, Fabio Borini, Borini, Connor Wickham, Connor","Sunderland, Liverpool, Black Cats, West Brom","Stadium of Light, Wearside, ",
4b30662bdae496104da5a3537ff5c6af42572736,"Sami Mokbel, Christian Atsu, Atsu, Roberto Martinez, ","Everton, Goodison Park, Chelsea, Vitesse Arnhem","Merseyside, Stamford Bridge",2015-16 season
00d48bf5089a093edf12ef5f3836780e97be6be0," Neymars, Mark Shearan, Lucas Leiva, Kentaro","CNN, Metropolitan Police, Brazil, Santos, Arsenal, England, Liverpool, Scottish Football Association, SFA, Scottish FA ","London, Emirates Stadium, Brazil, Europe, Scotland",2014
9063890dc57e92cb8c27a7783a4bbb4cf739dada,"Sepp Blatter, Issa Hayatou, Gary Al Smith, Emilio Nsue, Blatter, Hayatou, Gabriel Zakuani, Jonathan Wilson","CNN, FIFA, the Confederation of African Football, Ghana, Equatorial Guinea, The Democratic Republic of Congo, Eq Guinea, ","Europe, Africa, Morocco, Bata, Malabo",
8896e52d775172b738e6af945e9170fc130e2a86,"Michael Carrick, Louis van Gaal, Van Gaal, Carrick, Marouane Fellaini, Wayne Rooney, ","Manchester United, Liverpool, Tottenham, Spurs, United, ","Anfield, ","2006, "
6a398df587279960fc04bfb3a418f34798925bc9,"Steve Robson, Adam Shergold, Simon Brodkin, Joe Hart, Kolo Toure, David Platt, Lee Nelson, Brodkin, Jason Bent, Simon, Karl Power, Samir Nasri, Ryanair, ","BBC, Manchester City, Man City, Everton, City, Merseyside Police, MailOnline, Manchester United, Bayern Munich, ","Goodison Park, London, ","11:28 EST, 16 March 2013, 12:56 EST, 2001, "
55ef1f8f77c2341e81bf6722e2a4aae68bc7f14a,"Andy Carroll, Carroll, ","West Ham, Southampton, Instagram, ",Chadwell Heath training ground,2013
dbf45ddb53f321bfbc9f72f5443f232e0f64e3a9,"Jerome Sinclair, Jamie Carragher, Sinclair, Carragher, Harry Wilson, Fankaty Dabo, Fikayo Tomori, Harry Wilson, Tomori, Raheem Sterling, Stuart Webber, Joe Riley, Mike Marsh, Carragher, Steven Gerrard, Rodolfo Borrell, Krisztian Adorjan, Alex Davey, Robbie Fowler, Robbie, Ro-Shaun Williams, ","Liverpool, Chelsea, Real Madrid, Sky Sports, Sportsmail, Blues, West Brom, Manchester United, Inter Milan, Rosenborg, the Liverpool Echo, England, Wales, Morocco, Italy","England, Deva Stadium, Anfield, Birmingham, Melwood,The Hawthorn, Victory Shield, France, Burton, ","september 2012, September 1996, 2011-2012, 2012, April 2013, October 2011, "
ddc527f81c55302c6972a61df336a4ce37619e16,"Steve Nolan, Rory McIlroy, Tiger Woods, Rickie Fowler, Hunter Mahan, McIlroy, Luke Donald, Eric Holthaus, ","the Ritz Carlton Club, the New York Times, the US National Weather Service, Twitter, ","Tucson, Arizona, Dove Mountain, Tortolita Mountain park, Alaska, Golfer Chris Wood, Qatar, UK","21:04 EST, 20 February 2013, 07:46 EST, 21 February 2013, 1894, February 27 2011, January 30 2002, "
86c2ee6391022c8e4c2dfc8f7c9e2ff11f1ccf54,"Seb, Sébastien Loeb, Sebastian Vettel, Sébastien Ogier, Volkswagen, Julien Ingrassia, Ogier, Loeb, Ingrassia, Julien, Andrea Kaiser,","CNN, the French Motorsport Federation, Citroen, Volkswagen, RedBull.com, ","Gap,French Alps,  Mexico, Portugal, Greece, Strasbourg, Germany, Wales, Monte Carlo, Sweden, ","between 2004 and 2012, 2013, 2005, 2007, 2009, 2010, 2011, 2012, 2014, 2015, "
ec92eeb018ae9348d93ef9b2dd80cc81fed3c2eb,"Joleon Lescott, Lescott, Alan Irvine, Joleon, Irvine, ","West Bromwich Albion, Manchester City, Baggies, City, Stoke, West Ham, West Brom, QPR",Loftus Road,"Christmas, New Year誷 Day, "
b7de085a5a9bb3e57e50b1f527c1fcc6f08a3750,"Nicolas Anelka, Anelka, Didier Drogba, Jean Tigana, Sergio Batista, Fernando Llorente, Beppe Marotta, Fabio Quagliarella, Marco Borriello, Javier Hernandez, Wayne Rooney, Ryan Giggs, Olivier Giroud, Theo Walcott, Silvio","CNN, Juventus, Shenhua, Chelsea, Juve, Paris Saint-Germain, Real Madrid, Liverpool, Manchester City, Arsenal, Fenerbahce, Sky Italia TV, Genoa, Lazio, Chievo, Napoli, Parma, Inter Milan, Torino, Manchester United, Fulham, Brighton, France, Norwich, Luton, Queens Park Rangers, MK Dons, Aston Villa, Millwall, Everton, Reading, Wigan, Bayer Leverkusen, Freiburg, Leverkusen, Borussia Dortmund, Nuremberg, Bayern Munich, Stuttgart, Valencia, Deportivo La Coruna, Ricardo Costa, Paulo Assuncao, Deportivo, Riki, Levante, Valladolid, Antonio Rukavina, Valencian","China, Shanghai, Turin, Germany, Spain","January 2012, 1989, "
9fb563b350c20d6181155a6312f812781e449bd2,"Serena Williams, Ana Ivanovic, Williams, Ivanovic, Simona Halep, Eugenie Bouchard, Halep, Bouchard, Maria Sharapova, Caroline Wozniacki, Petra Kvitova, Agnieszka Radwanska, ","BT Sport, ","Singapore, Istanbul, Singapore Sports Hub",
123594b08279a5e830dee6e817e66bafaf013ff2,"Manuel Pellegrini, David Silva, Sergio Aguero, Edin Dzeko, Scott Dan, Julian Peroni, Silva, Yaya Toure, Christian Benteke, Radamel Falcao, Gabriel Agbonlahor, Louis van Gaal, Luis Suarez, Suarez, Pedro Rodriguez, Gerard Pique, Lionel Messi, Werder Bremen, Jurgen Klopp, Pep Guardiola, ","CNN, Manchester City, Crystal Palace, Chelsea, Stoke City, City, Palace, Man City, Manchester United, Aston Villa, United, Villa, Barcelona, Barca, Liverpool, Cordoba, Real Madrid, Borussia Dortmund, Juventus, Bayern Munich, Mainz, Bundesliga, Paris Saint-Germain, Montpellier, Marseille, Lille, PSG, Guingamp","England, Villa Park, the Nou Camp, France, ","December, "
df8071d652d84b27d411ac00c85a028d7e72fc7c,"Lucas Silva, Martin Odegaard, David de Gea, Martin Odegaard, Silva, Manuel Godoy, Fernando Macias, Gareth Bale, Luis Suarez","Real Madrid, FIFA, Barcelona, AS, Barcelona, Real, Manchester United, Madrid, River Plate, Milan, Rayo Vallecano, the Court of Arbitration for Sport, Liverpool, RFEF, ITC, International Transfer Certificate, FIFA誷 Players Status Committee, CAS","Spain, Valdebebas, Barajas, Venezuela, Cordoba,","2012, 2013, 2015, between 2009 and 2013, 2009"
41c168757833c9232be1d5a71ef59003febd38ec,"Buddhist monks, David Nugent, Jamie Vardy, Nigel Pearson, Vichai Srivaddhanaprabha, Jamie Vardy, Nugent, Pearson, Leonardo Ulloa","Leicester City, Manchester United,  Leicester, Manchester United Foxes, United, Everton, Arsenal, United, ","King Power Stadium, the Far East, the Phra Maha Mondop Buddhist temple, Bangkok, ",
7d78e2d20b471b7b60ba4e3b53f2bc61051834f5,"Juan Cuadrado, Andre Schurrle, Mohamed Salah, Cuadrado, Jose Mourinho, Schurrle, Salah, Andrea Belotti, Marko Marin, Mourinho, Angel di Maria, Toni Kroos","Chelsea, Fiorentina, Wolfsburg, Palermo, Anderlecht, Roma",,
15977594b3bf808e083502e9845ce3b8210aae32,"Phil Casey, Rory McIlroy, McIlroy, Steve Stricker, Ryan Palmer, Tiger Woods, Palmer, Shane Lowry, Bob Sowards, Palmer","Press Association, US Ryder Cup, ","Valhalla, the Valhalla Gold Club, ",
e6b851358e3c2e5391b42141518630bba1bf1eb7,"Tim Howard, Howard, Steve Johnson, Tim","Everton in the Community, Medicash, Toffees, Everton","Croxteth Sports Centre, ",
000cefd88b6f79d28c1fb220d5a3eed19514a462,"Michelle Elliott,Daily Mail Reporter","Fragile Hearts, Leeds General,NHS,NHS England,Leeds General",,"April 2009 ,April 2013,19:55 EST, 21 June 2013,19:55 EST, 21 June 2013"
00a6c0823ba92e5a055d90133e8b66fa9028c2d7,"Gennady Kernes,Kernes,Vladimir Putin,Putin,Barack Obama,Obama,Sergei Shoigu,Shoigu,Chuck Hagel,Vyacheslav Ponomarev,Stella Khorosheva,Michael Bociurkiw,Frank-Walter Steinmeier,Kiev","Ukraine's Defense Ministry,Kiev,The White House,Commerce,State,The European Union,the Council of the European Union,Defense,Defense Ministry,Pengaton,Pentagon,NATO,the Defense Ministry,CNN,the Organization for Security and Co-operation,Ponomarev,OSCE"," eastern Ukrainian city,Russian ,U.S.,Ukraine,Eastern Europe,Europe",
00a7132b9c9a646852ac4a606acb71e3a6acb8c6,Customers,"CNN,Sony","TOKYO, Japan","December 31,2007,2008,March 31"
00f2dcbaf64df265065f3ef314f5bbc17e6950ca,"Edward Snowden,James Clapper","Daily Mail Reporter, Reuters Reporter and Associated Press,NSA,Surveillance,Reuters,Associated Press,the National Security Agency,National Intelligence James Clapper,the Wall Street Journal,The Journal,Journal,Anchory,Maui, court","U.S.,Maryland","earlier this summer,08:34 EST, 21 August 2013,15:18 EST, 21 August 2013"
0a60d5c98e767514e6431e2b61a900ccba178741,,"PIX 11 News,the New York Times,PS Marcato Elevator Company,Queens,PS Marcato,Daily Mail,New York City Department of Building","West End Avenue,West End,the Long Island City"," April 2014,1903,"
0aa0562353120d93357dc00a05ff4d2bc0312715,"Dalai Lama,Bush,Hu Jintao, Kevin Rudd,Rudd ,Australian Prime Minister,","Chinese government, Olympic games,Tibetan Buddhists,White House,Tibet's government,CNN,Xinhua news","China, Tibet , New Delhi, India,Beijing,Australian Prime Minister,",August
7b734d24b5dc2fdf80eb35b129426bf2936a8234,"Vladimir Putin,Boris Nemtsov,Putin,Toby Gati,Daniel Treisman,Gati,Matthew Rojansky,Clinton,Sergey Lavrov,Hillary Clinton,Vladimir Churov,Churov,Alla Eshchenko,Phil Black,Elise Labott,Matthew Chance,Catherine E. Shoichet",United Russia,"Moscow,Europe,West",
7b8279d14d03cea95b3bf5713a04a8b535e5f8e7,"Wills Robinson,Kenneth Bright,Bright,Widow Gillian Turner,Ken,Duxford","the Royal Navy’s,Landing Craft Infantry,Allied,the Imperial War Museum,Bassingbourn, Cambridgeshire,IWM","the Normandy beaches ,Cambridge","June 6 1944,1945,"
7bc59a38ea5e9d10f95ebce400a95fed5054916f,"Michael Bloomberg,Bloomberg,Steve Coleman,Coleman, John D. Yamnicky,Dana Falkenberg,Keith Kaseman,Kaseman","the Wall Street Journal,CNN,The Port Authority of New York and New Jersey,Port Authority,the World Trade Center,Defense Department","New York,World Trade Centers, the Pentagon, Pennsylvania field,the Hudson River","2011,September 30,September 11,1993,"
8b91b6e00143cd41ed31874b87280e67ba1e1c51,"William Macpherson,Macpherson,Benson Muriithi","Wind Power Project,African Energy Consultancy,MW,the African Development Bank,Aldwych International,Standard Bank,Kenya Power,KenGen,the Institute of Economic Affairs,the Norwegian Investment Fund for Developing Countries,Morocco's Ministry of Energy,the International Energy Agency,Turkana investment","Kenya,country's North-East,country's Western Region,Africa","2016,December 2014,early January,2014,the first month of 2015,2030,between 2010 and 2011,2020,October 2013,early 2015"
8bb32f5826d5d0a57ce5c9a017a5ddc5afdf8cb4,"David Kent,Uli Hoeness,Hoeness,Markus Gotzens,Gabriele Hamberger,Hamberger,Rupert Heindl,Ken Heidenreich,Achim von Engel,Peter Graf,Steffi Graf","Bayern Munich,Swiss bank ,Bayern"," Munich's Allianz Arena,Germany","1974,January 2013,2005,1997"
8bdd40c8e9d7d5333898d0958c1e347affe051c2,"Islamabad, Pakistan,Pakistan's Foreign Secretary,U.S. Ambassador, Pakistan's intelligence chief Lt. Gen. Ahmed Shuja Pasha, CIA Director Leon Panetta,Raymond Davis,Davis","the Ministry of Foreign Affairs, the government,CNN,Pakistani intelligence officials,CIA,the Central Intelligence Agency's,CNN's Islamabad bureau","Pakistan,South Waziristan,U.S., North Waziristan,Lahore",March 17
9c79e4048c560407c1413f9e4d1483a88a779324,"Sian Boyle,Adolf Hitler,Raymond,Roberts,Roberts,Hitler,Jerry' Roberts,Mussolini,Adolf,Capt Roberts,Ralph Tester,Jerry,Alan Turing,Bill Tutte,Tommy Flowers,Winston Churchill,Harry Hinsley,Peter Ericsson","the German High Command’s,MBE,BBC,The National Museum of Computing,Testery,the War Crimes Investigation Unit,the Queen at Buckingham Palace,Tunny Gallery,Allied,Ultra,British Intelligence,,the German Military Police",Bletchley Park,"1945,October 1941"
20d84bc0377bfeed0813a5b266b286bc0f8cce78,"Obama,Nancy Pelosi,Bush,Pelosi,Rachel Maddow,Lynn Woolsey,Dennis Kucinich,Kucinich,Harry Reid,Charles Schumer,John McCain,Carl Levin,Dick Durbin,McHugh,McCain,Keating Holland,Ted Barrett,Mark Preston,Paul Steinhauser","House,MSNBC,Iraq House Caucus,Senate,Majority,Senate,the House of Representatives,the Senate Armed Services Committee,White House,the House Armed Services Committee,CNN/Opinion Research Corp.,CNN,The CNN/Opinion Research","U.S.,Iraq","August 2010,2011,December 31, 2011,2007,2004,February 18-19"
20dc87bd421067e73ac0c809a19573b339648b11,"Mark Duell,Muhammad,Baldwin,Baldwin,Mr Di Clement,European collector","Arab empire,Islam,Umayyad dynasty","Spain, India,Switzerland,France, U.S.,Britain","690 AD,September 2007,May 9"
166ee3ae100f1f5723c787bff1b4b1303f21cdc5,"Edward Snowden,Snowden,Sarah Harrison,Glenn Greenwald,Booz Allen Hamilton,,Greenwald,Louise Mensch,","U.S. intelligence officials,National Security Agency,NSA,the U.S. Office of the Director of National Intelligence,Obama Administration officials,the Sam Adams Associates for Integrity in Intelligence Award, UK WikiLeaks,Cryptome,Snowden,the Government Communications Headquarters,GC-Wiki,The Central Intelligence Agency,CIA,CIA Headquarters,Dell Inc,Dell,Guardian newspaper,the Daily Beast website,the New York Times,U.S. nonprofit group ProPublica,the National Reconnaissance Office,National Geospatial-Intelligence Agency,U.S. security officials,GCHQ,SAAII,MI6,U.S. and British authorities,adversary services such as Russia's and China's","U.S.,Moscow,Europe","August,2012,June,18:43 EST, 26 November 2013,17:34 EST, 26 November 2013"
